cell,species,Habitat
1350785,Abies nordmanniana,DryPoor
1350786,Abies nordmanniana,DryPoor
1352844,Abies nordmanniana,DryPoor
1352845,Abies nordmanniana,DryPoor
1352847,Abies nordmanniana,DryPoor
1352980,Abies nordmanniana,DryPoor
1352981,Abies nordmanniana,DryPoor
1352982,Abies nordmanniana,DryPoor
1352983,Abies nordmanniana,DryPoor
1353085,Abies nordmanniana,DryPoor
1355144,Abies nordmanniana,DryPoor
1355145,Abies nordmanniana,DryPoor
1355146,Abies nordmanniana,DryPoor
1355147,Abies nordmanniana,DryPoor
1355279,Abies nordmanniana,DryPoor
1355280,Abies nordmanniana,DryPoor
1355281,Abies nordmanniana,DryPoor
1355384,Abies nordmanniana,DryPoor
1357410,Abies nordmanniana,DryPoor
1357411,Abies nordmanniana,DryPoor
1357580,Abies nordmanniana,DryPoor
1357581,Abies nordmanniana,DryPoor
1359709,Abies nordmanniana,DryPoor
1359711,Abies nordmanniana,DryPoor
1362009,Abies nordmanniana,DryPoor
1362010,Abies nordmanniana,DryPoor
1362011,Abies nordmanniana,DryPoor
1362012,Abies nordmanniana,DryPoor
1364309,Abies nordmanniana,DryPoor
1364310,Abies nordmanniana,DryPoor
1364311,Abies nordmanniana,DryPoor
1364312,Abies nordmanniana,DryPoor
1364313,Abies nordmanniana,DryPoor
1366609,Abies nordmanniana,DryPoor
1366612,Abies nordmanniana,DryPoor
1373398,Abies nordmanniana,DryPoor
1373399,Abies nordmanniana,DryPoor
1375698,Abies nordmanniana,DryPoor
1375700,Abies nordmanniana,DryPoor
1375701,Abies nordmanniana,DryPoor
1375965,Abies nordmanniana,DryPoor
1375967,Abies nordmanniana,DryPoor
1377997,Abies nordmanniana,DryPoor
1377998,Abies nordmanniana,DryPoor
1378265,Abies nordmanniana,DryPoor
1378267,Abies nordmanniana,DryPoor
1378268,Abies nordmanniana,DryPoor
1378269,Abies nordmanniana,DryPoor
1380298,Abies nordmanniana,DryPoor
1380301,Abies nordmanniana,DryPoor
1380420,Abies nordmanniana,DryPoor
1380421,Abies nordmanniana,DryPoor
1380495,Abies nordmanniana,DryPoor
1380567,Abies nordmanniana,DryPoor
1380568,Abies nordmanniana,DryPoor
1382598,Abies nordmanniana,DryPoor
1382600,Abies nordmanniana,DryPoor
1382601,Abies nordmanniana,DryPoor
1382719,Abies nordmanniana,DryPoor
1382720,Abies nordmanniana,DryPoor
1382721,Abies nordmanniana,DryPoor
1382722,Abies nordmanniana,DryPoor
1382867,Abies nordmanniana,DryPoor
1382868,Abies nordmanniana,DryPoor
1385020,Abies nordmanniana,DryPoor
1385022,Abies nordmanniana,DryPoor
1385023,Abies nordmanniana,DryPoor
1385095,Abies nordmanniana,DryPoor
1385096,Abies nordmanniana,DryPoor
1387394,Abies nordmanniana,DryPoor
1387395,Abies nordmanniana,DryPoor
1387396,Abies nordmanniana,DryPoor
1387634,Abies nordmanniana,DryPoor
1389694,Abies nordmanniana,DryPoor
1389695,Abies nordmanniana,DryPoor
1389696,Abies nordmanniana,DryPoor
1389697,Abies nordmanniana,DryPoor
1389934,Abies nordmanniana,DryPoor
1394129,Abies nordmanniana,DryPoor
1394371,Abies nordmanniana,DryPoor
1394372,Abies nordmanniana,DryPoor
1394374,Abies nordmanniana,DryPoor
1394375,Abies nordmanniana,DryPoor
1394376,Abies nordmanniana,DryPoor
1396672,Abies nordmanniana,DryPoor
1396673,Abies nordmanniana,DryPoor
1396674,Abies nordmanniana,DryPoor
1396675,Abies nordmanniana,DryPoor
1398970,Abies nordmanniana,DryPoor
1398971,Abies nordmanniana,DryPoor
1398972,Abies nordmanniana,DryPoor
1398973,Abies nordmanniana,DryPoor
1398974,Abies nordmanniana,DryPoor
1398978,Abies nordmanniana,DryPoor
1401270,Abies nordmanniana,DryPoor
1401271,Abies nordmanniana,DryPoor
1401272,Abies nordmanniana,DryPoor
1401273,Abies nordmanniana,DryPoor
1401276,Abies nordmanniana,DryPoor
1403572,Abies nordmanniana,DryPoor
1403573,Abies nordmanniana,DryPoor
1423952,Abies nordmanniana,DryPoor
1423955,Abies nordmanniana,DryPoor
1423956,Abies nordmanniana,DryPoor
1426251,Abies nordmanniana,DryPoor
1426255,Abies nordmanniana,DryPoor
1426256,Abies nordmanniana,DryPoor
1428553,Abies nordmanniana,DryPoor
1428554,Abies nordmanniana,DryPoor
1428555,Abies nordmanniana,DryPoor
1428975,Abies nordmanniana,DryPoor
1430855,Abies nordmanniana,DryPoor
1431276,Abies nordmanniana,DryPoor
1431277,Abies nordmanniana,DryPoor
1433576,Abies nordmanniana,DryPoor
1433577,Abies nordmanniana,DryPoor
1433578,Abies nordmanniana,DryPoor
1435876,Abies nordmanniana,DryPoor
1438010,Abies nordmanniana,DryPoor
1438011,Abies nordmanniana,DryPoor
1438050,Abies nordmanniana,DryPoor
1438195,Abies nordmanniana,DryPoor
1440309,Abies nordmanniana,DryPoor
1440310,Abies nordmanniana,DryPoor
1440311,Abies nordmanniana,DryPoor
1440312,Abies nordmanniana,DryPoor
1440349,Abies nordmanniana,DryPoor
1440350,Abies nordmanniana,DryPoor
1440495,Abies nordmanniana,DryPoor
1440496,Abies nordmanniana,DryPoor
1442609,Abies nordmanniana,DryPoor
1442611,Abies nordmanniana,DryPoor
1442612,Abies nordmanniana,DryPoor
1442613,Abies nordmanniana,DryPoor
1442728,Abies nordmanniana,DryPoor
1442729,Abies nordmanniana,DryPoor
1442730,Abies nordmanniana,DryPoor
1442795,Abies nordmanniana,DryPoor
1444770,Abies nordmanniana,DryPoor
1444771,Abies nordmanniana,DryPoor
1444909,Abies nordmanniana,DryPoor
1444910,Abies nordmanniana,DryPoor
1444911,Abies nordmanniana,DryPoor
1444912,Abies nordmanniana,DryPoor
1444913,Abies nordmanniana,DryPoor
1444953,Abies nordmanniana,DryPoor
1444965,Abies nordmanniana,DryPoor
1445027,Abies nordmanniana,DryPoor
1445028,Abies nordmanniana,DryPoor
1445096,Abies nordmanniana,DryPoor
1447069,Abies nordmanniana,DryPoor
1447070,Abies nordmanniana,DryPoor
1447210,Abies nordmanniana,DryPoor
1447211,Abies nordmanniana,DryPoor
1447270,Abies nordmanniana,DryPoor
1447327,Abies nordmanniana,DryPoor
1447330,Abies nordmanniana,DryPoor
1447384,Abies nordmanniana,DryPoor
1447385,Abies nordmanniana,DryPoor
1447386,Abies nordmanniana,DryPoor
1447396,Abies nordmanniana,DryPoor
1447397,Abies nordmanniana,DryPoor
1449369,Abies nordmanniana,DryPoor
1449370,Abies nordmanniana,DryPoor
1449562,Abies nordmanniana,DryPoor
1449563,Abies nordmanniana,DryPoor
1449565,Abies nordmanniana,DryPoor
1449566,Abies nordmanniana,DryPoor
1449570,Abies nordmanniana,DryPoor
1449606,Abies nordmanniana,DryPoor
1449607,Abies nordmanniana,DryPoor
1449608,Abies nordmanniana,DryPoor
1449609,Abies nordmanniana,DryPoor
1449627,Abies nordmanniana,DryPoor
1449628,Abies nordmanniana,DryPoor
1449683,Abies nordmanniana,DryPoor
1449685,Abies nordmanniana,DryPoor
1449686,Abies nordmanniana,DryPoor
1451669,Abies nordmanniana,DryPoor
1451670,Abies nordmanniana,DryPoor
1451862,Abies nordmanniana,DryPoor
1451864,Abies nordmanniana,DryPoor
1451865,Abies nordmanniana,DryPoor
1451866,Abies nordmanniana,DryPoor
1451871,Abies nordmanniana,DryPoor
1451906,Abies nordmanniana,DryPoor
1451907,Abies nordmanniana,DryPoor
1451908,Abies nordmanniana,DryPoor
1451909,Abies nordmanniana,DryPoor
1451910,Abies nordmanniana,DryPoor
1451911,Abies nordmanniana,DryPoor
1451912,Abies nordmanniana,DryPoor
1451985,Abies nordmanniana,DryPoor
1451986,Abies nordmanniana,DryPoor
1451987,Abies nordmanniana,DryPoor
1454161,Abies nordmanniana,DryPoor
1454162,Abies nordmanniana,DryPoor
1454164,Abies nordmanniana,DryPoor
1454165,Abies nordmanniana,DryPoor
1454171,Abies nordmanniana,DryPoor
1454206,Abies nordmanniana,DryPoor
1454208,Abies nordmanniana,DryPoor
1454209,Abies nordmanniana,DryPoor
1454210,Abies nordmanniana,DryPoor
1454211,Abies nordmanniana,DryPoor
1454212,Abies nordmanniana,DryPoor
1454213,Abies nordmanniana,DryPoor
1454283,Abies nordmanniana,DryPoor
1454285,Abies nordmanniana,DryPoor
1454287,Abies nordmanniana,DryPoor
1456465,Abies nordmanniana,DryPoor
1456466,Abies nordmanniana,DryPoor
1456506,Abies nordmanniana,DryPoor
1456507,Abies nordmanniana,DryPoor
1456508,Abies nordmanniana,DryPoor
1456509,Abies nordmanniana,DryPoor
1456510,Abies nordmanniana,DryPoor
1456511,Abies nordmanniana,DryPoor
1456512,Abies nordmanniana,DryPoor
1456513,Abies nordmanniana,DryPoor
1456584,Abies nordmanniana,DryPoor
1456585,Abies nordmanniana,DryPoor
1456586,Abies nordmanniana,DryPoor
1458762,Abies nordmanniana,DryPoor
1458766,Abies nordmanniana,DryPoor
1458768,Abies nordmanniana,DryPoor
1458769,Abies nordmanniana,DryPoor
1458808,Abies nordmanniana,DryPoor
1458809,Abies nordmanniana,DryPoor
1458810,Abies nordmanniana,DryPoor
1458811,Abies nordmanniana,DryPoor
1458813,Abies nordmanniana,DryPoor
1461050,Abies nordmanniana,DryPoor
1461063,Abies nordmanniana,DryPoor
1461066,Abies nordmanniana,DryPoor
1461067,Abies nordmanniana,DryPoor
1461068,Abies nordmanniana,DryPoor
1461069,Abies nordmanniana,DryPoor
1461070,Abies nordmanniana,DryPoor
1461110,Abies nordmanniana,DryPoor
1461112,Abies nordmanniana,DryPoor
1461245,Abies nordmanniana,DryPoor
1461246,Abies nordmanniana,DryPoor
1463349,Abies nordmanniana,DryPoor
1463350,Abies nordmanniana,DryPoor
1463352,Abies nordmanniana,DryPoor
1463366,Abies nordmanniana,DryPoor
1463369,Abies nordmanniana,DryPoor
1463370,Abies nordmanniana,DryPoor
1463371,Abies nordmanniana,DryPoor
1463375,Abies nordmanniana,DryPoor
1463544,Abies nordmanniana,DryPoor
1463545,Abies nordmanniana,DryPoor
1463546,Abies nordmanniana,DryPoor
1463547,Abies nordmanniana,DryPoor
1465649,Abies nordmanniana,DryPoor
1465650,Abies nordmanniana,DryPoor
1465651,Abies nordmanniana,DryPoor
1465653,Abies nordmanniana,DryPoor
1465667,Abies nordmanniana,DryPoor
1465668,Abies nordmanniana,DryPoor
1465669,Abies nordmanniana,DryPoor
1465845,Abies nordmanniana,DryPoor
1467949,Abies nordmanniana,DryPoor
1467950,Abies nordmanniana,DryPoor
1467953,Abies nordmanniana,DryPoor
1467968,Abies nordmanniana,DryPoor
1467970,Abies nordmanniana,DryPoor
1468144,Abies nordmanniana,DryPoor
1468145,Abies nordmanniana,DryPoor
1468146,Abies nordmanniana,DryPoor
1468147,Abies nordmanniana,DryPoor
1470249,Abies nordmanniana,DryPoor
1470250,Abies nordmanniana,DryPoor
1470267,Abies nordmanniana,DryPoor
1470269,Abies nordmanniana,DryPoor
1470444,Abies nordmanniana,DryPoor
1470446,Abies nordmanniana,DryPoor
1472567,Abies nordmanniana,DryPoor
1474867,Abies nordmanniana,DryPoor
1474868,Abies nordmanniana,DryPoor
1474900,Abies nordmanniana,DryPoor
1474901,Abies nordmanniana,DryPoor
1474902,Abies nordmanniana,DryPoor
1477200,Abies nordmanniana,DryPoor
1477201,Abies nordmanniana,DryPoor
1477203,Abies nordmanniana,DryPoor
1479499,Abies nordmanniana,DryPoor
1479500,Abies nordmanniana,DryPoor
1479502,Abies nordmanniana,DryPoor
1479503,Abies nordmanniana,DryPoor
1481799,Abies nordmanniana,DryPoor
1481801,Abies nordmanniana,DryPoor
1493203,Abies nordmanniana,DryPoor
1495520,Abies nordmanniana,DryPoor
1497819,Abies nordmanniana,DryPoor
1497820,Abies nordmanniana,DryPoor
1500100,Abies nordmanniana,DryPoor
1500102,Abies nordmanniana,DryPoor
1500119,Abies nordmanniana,DryPoor
1502419,Abies nordmanniana,DryPoor
1502420,Abies nordmanniana,DryPoor
1502421,Abies nordmanniana,DryPoor
1504719,Abies nordmanniana,DryPoor
1504720,Abies nordmanniana,DryPoor
1504721,Abies nordmanniana,DryPoor
1504722,Abies nordmanniana,DryPoor
1520482,Abies nordmanniana,DryPoor
1520681,Abies nordmanniana,DryPoor
1520682,Abies nordmanniana,DryPoor
1522780,Abies nordmanniana,DryPoor
1522782,Abies nordmanniana,DryPoor
1522979,Abies nordmanniana,DryPoor
1522980,Abies nordmanniana,DryPoor
1522981,Abies nordmanniana,DryPoor
1522982,Abies nordmanniana,DryPoor
1522983,Abies nordmanniana,DryPoor
1525081,Abies nordmanniana,DryPoor
1525082,Abies nordmanniana,DryPoor
1525083,Abies nordmanniana,DryPoor
1525279,Abies nordmanniana,DryPoor
1525280,Abies nordmanniana,DryPoor
1525281,Abies nordmanniana,DryPoor
1525282,Abies nordmanniana,DryPoor
1525283,Abies nordmanniana,DryPoor
1527381,Abies nordmanniana,DryPoor
1527382,Abies nordmanniana,DryPoor
1527582,Abies nordmanniana,DryPoor
1530000,Abies nordmanniana,DryPoor
1530001,Abies nordmanniana,DryPoor
1532300,Abies nordmanniana,DryPoor
1534485,Abies nordmanniana,DryPoor
1534486,Abies nordmanniana,DryPoor
1534487,Abies nordmanniana,DryPoor
1534599,Abies nordmanniana,DryPoor
1534600,Abies nordmanniana,DryPoor
1534601,Abies nordmanniana,DryPoor
1534603,Abies nordmanniana,DryPoor
1536785,Abies nordmanniana,DryPoor
1536787,Abies nordmanniana,DryPoor
1536788,Abies nordmanniana,DryPoor
1536899,Abies nordmanniana,DryPoor
1536900,Abies nordmanniana,DryPoor
1537049,Abies nordmanniana,DryPoor
1537050,Abies nordmanniana,DryPoor
1537051,Abies nordmanniana,DryPoor
1537052,Abies nordmanniana,DryPoor
1539084,Abies nordmanniana,DryPoor
1539085,Abies nordmanniana,DryPoor
1539087,Abies nordmanniana,DryPoor
1539088,Abies nordmanniana,DryPoor
1539200,Abies nordmanniana,DryPoor
1539349,Abies nordmanniana,DryPoor
1539352,Abies nordmanniana,DryPoor
1539353,Abies nordmanniana,DryPoor
1541384,Abies nordmanniana,DryPoor
1541385,Abies nordmanniana,DryPoor
1541386,Abies nordmanniana,DryPoor
1541387,Abies nordmanniana,DryPoor
1541649,Abies nordmanniana,DryPoor
1541652,Abies nordmanniana,DryPoor
1541653,Abies nordmanniana,DryPoor
1543685,Abies nordmanniana,DryPoor
1543686,Abies nordmanniana,DryPoor
1543687,Abies nordmanniana,DryPoor
1543740,Abies nordmanniana,DryPoor
1543741,Abies nordmanniana,DryPoor
1543742,Abies nordmanniana,DryPoor
1543949,Abies nordmanniana,DryPoor
1543950,Abies nordmanniana,DryPoor
1546040,Abies nordmanniana,DryPoor
1546041,Abies nordmanniana,DryPoor
1546042,Abies nordmanniana,DryPoor
1546043,Abies nordmanniana,DryPoor
1546229,Abies nordmanniana,DryPoor
1546230,Abies nordmanniana,DryPoor
1546247,Abies nordmanniana,DryPoor
1548339,Abies nordmanniana,DryPoor
1548341,Abies nordmanniana,DryPoor
1548343,Abies nordmanniana,DryPoor
1548529,Abies nordmanniana,DryPoor
1548530,Abies nordmanniana,DryPoor
1548547,Abies nordmanniana,DryPoor
1548548,Abies nordmanniana,DryPoor
1548549,Abies nordmanniana,DryPoor
1550639,Abies nordmanniana,DryPoor
1550640,Abies nordmanniana,DryPoor
1550641,Abies nordmanniana,DryPoor
1550642,Abies nordmanniana,DryPoor
1550845,Abies nordmanniana,DryPoor
1550846,Abies nordmanniana,DryPoor
1550847,Abies nordmanniana,DryPoor
1553150,Abies nordmanniana,DryPoor
1553151,Abies nordmanniana,DryPoor
1555446,Abies nordmanniana,DryPoor
1555447,Abies nordmanniana,DryPoor
1557749,Abies nordmanniana,DryPoor
1557750,Abies nordmanniana,DryPoor
1571452,Abies nordmanniana,DryPoor
1571453,Abies nordmanniana,DryPoor
1571456,Abies nordmanniana,DryPoor
1573752,Abies nordmanniana,DryPoor
1573753,Abies nordmanniana,DryPoor
1573754,Abies nordmanniana,DryPoor
1573756,Abies nordmanniana,DryPoor
1576052,Abies nordmanniana,DryPoor
1576053,Abies nordmanniana,DryPoor
1576054,Abies nordmanniana,DryPoor
1576055,Abies nordmanniana,DryPoor
1578353,Abies nordmanniana,DryPoor
1578355,Abies nordmanniana,DryPoor
1610287,Abies nordmanniana,DryPoor
1612583,Abies nordmanniana,DryPoor
1612584,Abies nordmanniana,DryPoor
1614883,Abies nordmanniana,DryPoor
1621789,Abies nordmanniana,DryPoor
1621875,Abies nordmanniana,DryPoor
1621876,Abies nordmanniana,DryPoor
1624091,Abies nordmanniana,DryPoor
1624174,Abies nordmanniana,DryPoor
1624176,Abies nordmanniana,DryPoor
1624177,Abies nordmanniana,DryPoor
1626388,Abies nordmanniana,DryPoor
1626476,Abies nordmanniana,DryPoor
1626477,Abies nordmanniana,DryPoor
1626478,Abies nordmanniana,DryPoor
1626594,Abies nordmanniana,DryPoor
1626648,Abies nordmanniana,DryPoor
1626650,Abies nordmanniana,DryPoor
1628683,Abies nordmanniana,DryPoor
1628685,Abies nordmanniana,DryPoor
1628774,Abies nordmanniana,DryPoor
1628775,Abies nordmanniana,DryPoor
1628776,Abies nordmanniana,DryPoor
1628778,Abies nordmanniana,DryPoor
1628893,Abies nordmanniana,DryPoor
1628894,Abies nordmanniana,DryPoor
1628895,Abies nordmanniana,DryPoor
1628910,Abies nordmanniana,DryPoor
1630982,Abies nordmanniana,DryPoor
1630983,Abies nordmanniana,DryPoor
1631074,Abies nordmanniana,DryPoor
1631075,Abies nordmanniana,DryPoor
1631076,Abies nordmanniana,DryPoor
1631077,Abies nordmanniana,DryPoor
1631193,Abies nordmanniana,DryPoor
1631194,Abies nordmanniana,DryPoor
1631208,Abies nordmanniana,DryPoor
1631209,Abies nordmanniana,DryPoor
1631212,Abies nordmanniana,DryPoor
1631252,Abies nordmanniana,DryPoor
1633282,Abies nordmanniana,DryPoor
1633283,Abies nordmanniana,DryPoor
1633509,Abies nordmanniana,DryPoor
1633510,Abies nordmanniana,DryPoor
1633511,Abies nordmanniana,DryPoor
1633512,Abies nordmanniana,DryPoor
1633550,Abies nordmanniana,DryPoor
1633551,Abies nordmanniana,DryPoor
1635582,Abies nordmanniana,DryPoor
1635586,Abies nordmanniana,DryPoor
1635794,Abies nordmanniana,DryPoor
1635795,Abies nordmanniana,DryPoor
1636044,Abies nordmanniana,DryPoor
1636045,Abies nordmanniana,DryPoor
1636046,Abies nordmanniana,DryPoor
1637883,Abies nordmanniana,DryPoor
1637884,Abies nordmanniana,DryPoor
1638345,Abies nordmanniana,DryPoor
1670087,Abies nordmanniana,DryPoor
1670547,Abies nordmanniana,DryPoor
1670664,Abies nordmanniana,DryPoor
1672387,Abies nordmanniana,DryPoor
1672388,Abies nordmanniana,DryPoor
1672964,Abies nordmanniana,DryPoor
1674687,Abies nordmanniana,DryPoor
1674688,Abies nordmanniana,DryPoor
1675146,Abies nordmanniana,DryPoor
1676987,Abies nordmanniana,DryPoor
1677444,Abies nordmanniana,DryPoor
1677445,Abies nordmanniana,DryPoor
1688899,Abies nordmanniana,DryPoor
1690697,Abies nordmanniana,DryPoor
1691097,Abies nordmanniana,DryPoor
1691099,Abies nordmanniana,DryPoor
1693397,Abies nordmanniana,DryPoor
1695299,Abies nordmanniana,DryPoor
1695696,Abies nordmanniana,DryPoor
1700433,Abies nordmanniana,DryPoor
1700434,Abies nordmanniana,DryPoor
1702585,Abies nordmanniana,DryPoor
1702735,Abies nordmanniana,DryPoor
1704882,Abies nordmanniana,DryPoor
1704890,Abies nordmanniana,DryPoor
1707192,Abies nordmanniana,DryPoor
1709427,Abies nordmanniana,DryPoor
1709437,Abies nordmanniana,DryPoor
1709438,Abies nordmanniana,DryPoor
1709440,Abies nordmanniana,DryPoor
1709484,Abies nordmanniana,DryPoor
1709492,Abies nordmanniana,DryPoor
1711726,Abies nordmanniana,DryPoor
1711736,Abies nordmanniana,DryPoor
1711739,Abies nordmanniana,DryPoor
1714027,Abies nordmanniana,DryPoor
1714029,Abies nordmanniana,DryPoor
1714036,Abies nordmanniana,DryPoor
1714037,Abies nordmanniana,DryPoor
1714038,Abies nordmanniana,DryPoor
1714039,Abies nordmanniana,DryPoor
1714040,Abies nordmanniana,DryPoor
1716326,Abies nordmanniana,DryPoor
1716330,Abies nordmanniana,DryPoor
1716337,Abies nordmanniana,DryPoor
1716338,Abies nordmanniana,DryPoor
1716339,Abies nordmanniana,DryPoor
1716340,Abies nordmanniana,DryPoor
1718638,Abies nordmanniana,DryPoor
1720927,Abies nordmanniana,DryPoor
1730177,Abies nordmanniana,DryPoor
1732477,Abies nordmanniana,DryPoor
1732491,Abies nordmanniana,DryPoor
1732492,Abies nordmanniana,DryPoor
1732493,Abies nordmanniana,DryPoor
1734792,Abies nordmanniana,DryPoor
1737092,Abies nordmanniana,DryPoor
1739383,Abies nordmanniana,DryPoor
1739384,Abies nordmanniana,DryPoor
1739385,Abies nordmanniana,DryPoor
1739486,Abies nordmanniana,DryPoor
1739487,Abies nordmanniana,DryPoor
1739489,Abies nordmanniana,DryPoor
1741679,Abies nordmanniana,DryPoor
1741680,Abies nordmanniana,DryPoor
1741682,Abies nordmanniana,DryPoor
1741683,Abies nordmanniana,DryPoor
1741685,Abies nordmanniana,DryPoor
1743979,Abies nordmanniana,DryPoor
1743983,Abies nordmanniana,DryPoor
1744091,Abies nordmanniana,DryPoor
1759975,Abies nordmanniana,DryPoor
1759976,Abies nordmanniana,DryPoor
1762276,Abies nordmanniana,DryPoor
1764588,Abies nordmanniana,DryPoor
1764589,Abies nordmanniana,DryPoor
1766887,Abies nordmanniana,DryPoor
1769174,Abies nordmanniana,DryPoor
1769175,Abies nordmanniana,DryPoor
1769187,Abies nordmanniana,DryPoor
1769188,Abies nordmanniana,DryPoor
1769190,Abies nordmanniana,DryPoor
1769191,Abies nordmanniana,DryPoor
1771488,Abies nordmanniana,DryPoor
1771489,Abies nordmanniana,DryPoor
1771491,Abies nordmanniana,DryPoor
1773790,Abies nordmanniana,DryPoor
1773791,Abies nordmanniana,DryPoor
1776091,Abies nordmanniana,DryPoor
1776092,Abies nordmanniana,DryPoor
1778389,Abies nordmanniana,DryPoor
1778390,Abies nordmanniana,DryPoor
1778391,Abies nordmanniana,DryPoor
1778392,Abies nordmanniana,DryPoor
1780690,Abies nordmanniana,DryPoor
1780691,Abies nordmanniana,DryPoor
1785145,Abies nordmanniana,DryPoor
1787443,Abies nordmanniana,DryPoor
1787444,Abies nordmanniana,DryPoor
1787445,Abies nordmanniana,DryPoor
1787447,Abies nordmanniana,DryPoor
1789744,Abies nordmanniana,DryPoor
1789746,Abies nordmanniana,DryPoor
1789747,Abies nordmanniana,DryPoor
1791807,Abies nordmanniana,DryPoor
1791808,Abies nordmanniana,DryPoor
1792043,Abies nordmanniana,DryPoor
1792044,Abies nordmanniana,DryPoor
1792045,Abies nordmanniana,DryPoor
1792046,Abies nordmanniana,DryPoor
